{'dept_num': 108, 'course_num': 215, 'instructor_name': 'TESSA CONROY', 'section_num': '001', 'instructor_id': '0005851160'},,,TESSA CONROY',TESSA CONROY,0005851160'},0005851160,,108,215,0005851160,TESSA CONROY
{'dept_num': 320, 'course_num': 219, 'instructor_name': 'WEI LIN', 'section_num': '001', 'instructor_id': '0005907569'},,,WEI LIN',WEI LIN,0005907569'},0005907569,,320,219,0005907569,WEI LIN
{'dept_num': 320, 'course_num': 220, 'instructor_name': 'WILLIAM HITCHON', 'section_num': '001', 'instructor_id': '0002601244'},,,WILLIAM HITCHON',WILLIAM HITCHON,0002601244'},0002601244,,320,220,0002601244,WILLIAM HITCHON
{'dept_num': 320, 'course_num': 230, 'instructor_name': 'DANIEL VAN DER WEIDE', 'section_num': '001', 'instructor_id': '0003088630'},,,DANIEL VAN DER WEIDE',DANIEL VAN DER WEIDE,0003088630'},0003088630,,320,230,0003088630,DANIEL VAN DER WEIDE
{'dept_num': 320, 'course_num': 230, 'instructor_name': 'HONGRUI JIANG', 'section_num': '001', 'instructor_id': '0003571005'},,,HONGRUI JIANG',HONGRUI JIANG,0003571005'},0003571005,,320,230,0003571005,HONGRUI JIANG
{'dept_num': 320, 'course_num': 230, 'instructor_name': 'HONGRUI JIANG', 'section_num': '001', 'instructor_id': '0003571005'},,,HONGRUI JIANG',HONGRUI JIANG,0003571005'},0003571005,,320,230,0003571005,HONGRUI JIANG
{'dept_num': 320, 'course_num': 230, 'instructor_name': 'HONGRUI JIANG', 'section_num': '001', 'instructor_id': '0003571005'},,,HONGRUI JIANG',HONGRUI JIANG,0003571005'},0003571005,,320,230,0003571005,HONGRUI JIANG
{'dept_num': 320, 'course_num': 230, 'instructor_name': 'DANIEL VAN DER WEIDE', 'section_num': '001', 'instructor_id': '0003088630'},,,DANIEL VAN DER WEIDE',DANIEL VAN DER WEIDE,0003088630'},0003088630,,320,230,0003088630,DANIEL VAN DER WEIDE
{'dept_num': 320, 'course_num': 230, 'instructor_name': 'DANIEL VAN DER WEIDE', 'section_num': '001', 'instructor_id': '0003088630'},,,DANIEL VAN DER WEIDE',DANIEL VAN DER WEIDE,0003088630'},0003088630,,320,230,0003088630,DANIEL VAN DER WEIDE
{'dept_num': 320, 'course_num': 235, 'instructor_name': 'IRENA KNEZEVIC', 'section_num': '001', 'instructor_id': '0003815385'},,,IRENA KNEZEVIC',IRENA KNEZEVIC,0003815385'},0003815385,,320,235,0003815385,IRENA KNEZEVIC
{'dept_num': 320, 'course_num': 235, 'instructor_name': 'IRENA KNEZEVIC', 'section_num': '301', 'instructor_id': '0003815385'},,,IRENA KNEZEVIC',IRENA KNEZEVIC,0003815385'},0003815385,,320,235,0003815385,IRENA KNEZEVIC
{'dept_num': 320, 'course_num': 252, 'instructor_name': 'ERIC HOFFMAN', 'section_num': '001', 'instructor_id': '0003639205'},,,ERIC HOFFMAN',ERIC HOFFMAN,0003639205'},0003639205,,320,252,0003639205,ERIC HOFFMAN
{'dept_num': 320, 'course_num': 252, 'instructor_name': 'ERIC HOFFMAN', 'section_num': '001', 'instructor_id': '0003639205'},,,ERIC HOFFMAN',ERIC HOFFMAN,0003639205'},0003639205,,320,252,0003639205,ERIC HOFFMAN
{'dept_num': 320, 'course_num': 252, 'instructor_name': 'ADIL IBRAHIM', 'section_num': '002', 'instructor_id': '0006042522'},,,ADIL IBRAHIM',ADIL IBRAHIM,0006042522'},0006042522,,320,252,0006042522,ADIL IBRAHIM
{'dept_num': 320, 'course_num': 252, 'instructor_name': 'JOSEPH KRACHEY', 'section_num': '003', 'instructor_id': '0000710039'},,,JOSEPH KRACHEY',JOSEPH KRACHEY,0000710039'},0000710039,,320,252,0000710039,JOSEPH KRACHEY
{'dept_num': 320, 'course_num': 252, 'instructor_name': 'JOSEPH KRACHEY', 'section_num': '003', 'instructor_id': '0000710039'},,,JOSEPH KRACHEY',JOSEPH KRACHEY,0000710039'},0000710039,,320,252,0000710039,JOSEPH KRACHEY
{'dept_num': 320, 'course_num': 252, 'instructor_name': 'JOSEPH KRACHEY', 'section_num': '003', 'instructor_id': '0000710039'},,,JOSEPH KRACHEY',JOSEPH KRACHEY,0000710039'},0000710039,,320,252,0000710039,JOSEPH KRACHEY
{'dept_num': 320, 'course_num': 252, 'instructor_name': 'ADIL IBRAHIM', 'section_num': '004', 'instructor_id': '0006042522'},,,ADIL IBRAHIM',ADIL IBRAHIM,0006042522'},0006042522,,320,252,0006042522,ADIL IBRAHIM
{'dept_num': 320, 'course_num': 270, 'instructor_name': 'MAKBULE KUBRA KORKMAZ', 'section_num': '001', 'instructor_id': '0006079158'},,,MAKBULE KUBRA KORKMAZ',MAKBULE KUBRA KORKMAZ,0006079158'},0006079158,,320,270,0006079158,MAKBULE KUBRA KORKMAZ
{'dept_num': 320, 'course_num': 270, 'instructor_name': 'MARK ALLIE', 'section_num': '001', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,270,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 270, 'instructor_name': 'SINA SOLEIMANIKAHNOJ', 'section_num': '001', 'instructor_id': '0005334649'},,,SINA SOLEIMANIKAHNOJ',SINA SOLEIMANIKAHNOJ,0005334649'},0005334649,,320,270,0005334649,SINA SOLEIMANIKAHNOJ
{'dept_num': 320, 'course_num': 270, 'instructor_name': 'MAKBULE KUBRA KORKMAZ', 'section_num': '002', 'instructor_id': '0006079158'},,,MAKBULE KUBRA KORKMAZ',MAKBULE KUBRA KORKMAZ,0006079158'},0006079158,,320,270,0006079158,MAKBULE KUBRA KORKMAZ
{'dept_num': 320, 'course_num': 270, 'instructor_name': 'MARK ALLIE', 'section_num': '002', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,270,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 270, 'instructor_name': 'SINA SOLEIMANIKAHNOJ', 'section_num': '002', 'instructor_id': '0005334649'},,,SINA SOLEIMANIKAHNOJ',SINA SOLEIMANIKAHNOJ,0005334649'},0005334649,,320,270,0005334649,SINA SOLEIMANIKAHNOJ
{'dept_num': 320, 'course_num': 271, 'instructor_name': 'MARK ALLIE', 'section_num': '001', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,271,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 271, 'instructor_name': 'MAKBULE KUBRA KORKMAZ', 'section_num': '001', 'instructor_id': '0006079158'},,,MAKBULE KUBRA KORKMAZ',MAKBULE KUBRA KORKMAZ,0006079158'},0006079158,,320,271,0006079158,MAKBULE KUBRA KORKMAZ
{'dept_num': 320, 'course_num': 271, 'instructor_name': 'SINA SOLEIMANIKAHNOJ', 'section_num': '001', 'instructor_id': '0005334649'},,,SINA SOLEIMANIKAHNOJ',SINA SOLEIMANIKAHNOJ,0005334649'},0005334649,,320,271,0005334649,SINA SOLEIMANIKAHNOJ
{'dept_num': 320, 'course_num': 271, 'instructor_name': 'MARK ALLIE', 'section_num': '002', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,271,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 271, 'instructor_name': 'SINA SOLEIMANIKAHNOJ', 'section_num': '002', 'instructor_id': '0005334649'},,,SINA SOLEIMANIKAHNOJ',SINA SOLEIMANIKAHNOJ,0005334649'},0005334649,,320,271,0005334649,SINA SOLEIMANIKAHNOJ
{'dept_num': 320, 'course_num': 271, 'instructor_name': 'MAKBULE KUBRA KORKMAZ', 'section_num': '002', 'instructor_id': '0006079158'},,,MAKBULE KUBRA KORKMAZ',MAKBULE KUBRA KORKMAZ,0006079158'},0006079158,,320,271,0006079158,MAKBULE KUBRA KORKMAZ
{'dept_num': 320, 'course_num': 303, 'instructor_name': 'HAOYU CHENG', 'section_num': '001', 'instructor_id': '0005700726'},,,HAOYU CHENG',HAOYU CHENG,0005700726'},0005700726,,320,303,0005700726,HAOYU CHENG
{'dept_num': 320, 'course_num': 303, 'instructor_name': 'MARK ALLIE', 'section_num': '001', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,303,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 303, 'instructor_name': 'HAOYU CHENG', 'section_num': '002', 'instructor_id': '0005700726'},,,HAOYU CHENG',HAOYU CHENG,0005700726'},0005700726,,320,303,0005700726,HAOYU CHENG
{'dept_num': 320, 'course_num': 303, 'instructor_name': 'MARK ALLIE', 'section_num': '002', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,303,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 304, 'instructor_name': 'THOMAS JAHNS', 'section_num': '001', 'instructor_id': '0003011916'},,,THOMAS JAHNS',THOMAS JAHNS,0003011916'},0003011916,,320,304,0003011916,THOMAS JAHNS
{'dept_num': 320, 'course_num': 304, 'instructor_name': 'THOMAS JAHNS', 'section_num': '301', 'instructor_id': '0003011916'},,,THOMAS JAHNS',THOMAS JAHNS,0003011916'},0003011916,,320,304,0003011916,THOMAS JAHNS
{'dept_num': 320, 'course_num': 304, 'instructor_name': 'THOMAS JAHNS', 'section_num': '302', 'instructor_id': '0003011916'},,,THOMAS JAHNS',THOMAS JAHNS,0003011916'},0003011916,,320,304,0003011916,THOMAS JAHNS
{'dept_num': 320, 'course_num': 305, 'instructor_name': 'SRDJAN MILICIC', 'section_num': '001', 'instructor_id': '0004198861'},,,SRDJAN MILICIC',SRDJAN MILICIC,0004198861'},0004198861,,320,305,0004198861,SRDJAN MILICIC
{'dept_num': 320, 'course_num': 313, 'instructor_name': 'SRDJAN MILICIC', 'section_num': '001', 'instructor_id': '0004198861'},,,SRDJAN MILICIC',SRDJAN MILICIC,0004198861'},0004198861,,320,313,0004198861,SRDJAN MILICIC
{'dept_num': 320, 'course_num': 313, 'instructor_name': 'SRDJAN MILICIC', 'section_num': '003', 'instructor_id': '0004198861'},,,SRDJAN MILICIC',SRDJAN MILICIC,0004198861'},0004198861,,320,313,0004198861,SRDJAN MILICIC
{'dept_num': 320, 'course_num': 315, 'instructor_name': 'JOSEPH KRACHEY', 'section_num': '002', 'instructor_id': '0000710039'},,,JOSEPH KRACHEY',JOSEPH KRACHEY,0000710039'},0000710039,,320,315,0000710039,JOSEPH KRACHEY
{'dept_num': 320, 'course_num': 315, 'instructor_name': 'JOSEPH KRACHEY', 'section_num': '003', 'instructor_id': '0000710039'},,,JOSEPH KRACHEY',JOSEPH KRACHEY,0000710039'},0000710039,,320,315,0000710039,JOSEPH KRACHEY
{'dept_num': 320, 'course_num': 315, 'instructor_name': 'JOSEPH KRACHEY', 'section_num': '004', 'instructor_id': '0000710039'},,,JOSEPH KRACHEY',JOSEPH KRACHEY,0000710039'},0000710039,,320,315,0000710039,JOSEPH KRACHEY
{'dept_num': 320, 'course_num': 317, 'instructor_name': 'MARK ALLIE', 'section_num': '001', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,317,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 317, 'instructor_name': 'MARK ALLIE', 'section_num': '002', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,317,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 317, 'instructor_name': 'MARK ALLIE', 'section_num': '003', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,317,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 330, 'instructor_name': 'YU HU', 'section_num': '001', 'instructor_id': '0002601961'},,,YU HU',YU HU,0002601961'},0002601961,,320,330,0002601961,YU HU
{'dept_num': 320, 'course_num': 335, 'instructor_name': 'JUDA SHOHET', 'section_num': '001', 'instructor_id': '0002600975'},,,JUDA SHOHET',JUDA SHOHET,0002600975'},0002600975,,320,335,0002600975,JUDA SHOHET
{'dept_num': 320, 'course_num': 340, 'instructor_name': 'CHRISTOPHER DEMARCO', 'section_num': '002', 'instructor_id': '0002600143'},,,CHRISTOPHER DEMARCO',CHRISTOPHER DEMARCO,0002600143'},0002600143,,320,340,0002600143,CHRISTOPHER DEMARCO
{'dept_num': 320, 'course_num': 340, 'instructor_name': 'ZHENQIANG MA', 'section_num': '003', 'instructor_id': '0003570742'},,,ZHENQIANG MA',ZHENQIANG MA,0003570742'},0003570742,,320,340,0003570742,ZHENQIANG MA
{'dept_num': 320, 'course_num': 340, 'instructor_name': 'AMIT KUMAR MITTAL', 'section_num': '003', 'instructor_id': '0005695742'},,,AMIT KUMAR MITTAL',AMIT KUMAR MITTAL,0005695742'},0005695742,,320,340,0005695742,AMIT KUMAR MITTAL
{'dept_num': 320, 'course_num': 342, 'instructor_name': 'WILLIAM HITCHON', 'section_num': '001', 'instructor_id': '0002601244'},,,WILLIAM HITCHON',WILLIAM HITCHON,0002601244'},0002601244,,320,342,0002601244,WILLIAM HITCHON
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '001', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '001', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '001', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '301', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '301', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '301', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '301', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '301', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '302', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '302', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '302', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '302', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '302', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '303', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '303', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '303', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '303', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '303', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '304', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '304', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '304', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '304', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '304', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '305', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '305', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '305', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '305', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '305', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '306', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '306', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '306', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '306', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '306', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '309', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '309', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '309', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '309', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '309', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'TEJAS SHAH', 'section_num': '310', 'instructor_id': '0006042077'},,,TEJAS SHAH',TEJAS SHAH,0006042077'},0006042077,,320,352,0006042077,TEJAS SHAH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'RAHUL SINGH', 'section_num': '310', 'instructor_id': '0006088359'},,,RAHUL SINGH',RAHUL SINGH,0006088359'},0006088359,,320,352,0006088359,RAHUL SINGH
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'DIVYA JAIN', 'section_num': '310', 'instructor_id': '0006044852'},,,DIVYA JAIN',DIVYA JAIN,0006044852'},0006044852,,320,352,0006044852,DIVYA JAIN
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MIKKO LIPASTI', 'section_num': '310', 'instructor_id': '0000274266'},,,MIKKO LIPASTI',MIKKO LIPASTI,0000274266'},0000274266,,320,352,0000274266,MIKKO LIPASTI
{'dept_num': 320, 'course_num': 352, 'instructor_name': 'MAHESH JUJA', 'section_num': '310', 'instructor_id': '0005630353'},,,MAHESH JUJA',MAHESH JUJA,0005630353'},0005630353,,320,352,0005630353,MAHESH JUJA
{'dept_num': 320, 'course_num': 353, 'instructor_name': 'YOUNGHYUN KIM', 'section_num': '001', 'instructor_id': '0005837794'},,,YOUNGHYUN KIM',YOUNGHYUN KIM,0005837794'},0005837794,,320,353,0005837794,YOUNGHYUN KIM
{'dept_num': 320, 'course_num': 354, 'instructor_name': 'JAMES SKRENTNY', 'section_num': '001', 'instructor_id': '0000636841'},,,JAMES SKRENTNY',JAMES SKRENTNY,0000636841'},0000636841,,320,354,0000636841,JAMES SKRENTNY
{'dept_num': 320, 'course_num': 354, 'instructor_name': 'JAMES SKRENTNY', 'section_num': '002', 'instructor_id': '0000636841'},,,JAMES SKRENTNY',JAMES SKRENTNY,0000636841'},0000636841,,320,354,0000636841,JAMES SKRENTNY
{'dept_num': 320, 'course_num': 354, 'instructor_name': 'ADALBERT GERALD SOOSAI RAJ', 'section_num': '003', 'instructor_id': '0005145977'},,,ADALBERT GERALD SOOSAI RAJ',ADALBERT GERALD SOOSAI RAJ,0005145977'},0005145977,,320,354,0005145977,ADALBERT GERALD SOOSAI RAJ
{'dept_num': 320, 'course_num': 355, 'instructor_name': 'STEVEN FREDETTE', 'section_num': '002', 'instructor_id': '0000124092'},,,STEVEN FREDETTE',STEVEN FREDETTE,0000124092'},0000124092,,320,355,0000124092,STEVEN FREDETTE
{'dept_num': 320, 'course_num': 355, 'instructor_name': 'STEVEN FREDETTE', 'section_num': '003', 'instructor_id': '0000124092'},,,STEVEN FREDETTE',STEVEN FREDETTE,0000124092'},0000124092,,320,355,0000124092,STEVEN FREDETTE
{'dept_num': 320, 'course_num': 370, 'instructor_name': 'AHMED KANAN', 'section_num': '001', 'instructor_id': '0003988425'},,,AHMED KANAN',AHMED KANAN,0003988425'},0003988425,,320,370,0003988425,AHMED KANAN
{'dept_num': 320, 'course_num': 370, 'instructor_name': 'MARK ALLIE', 'section_num': '001', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,370,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 370, 'instructor_name': 'MARK ALLIE', 'section_num': '002', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,370,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 370, 'instructor_name': 'MARK ALLIE', 'section_num': '003', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,370,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 370, 'instructor_name': 'MARK ALLIE', 'section_num': '004', 'instructor_id': '0000566960'},,,MARK ALLIE',MARK ALLIE,0000566960'},0000566960,,320,370,0000566960,MARK ALLIE
{'dept_num': 320, 'course_num': 370, 'instructor_name': 'AHMED KANAN', 'section_num': '004', 'instructor_id': '0003988425'},,,AHMED KANAN',AHMED KANAN,0003988425'},0003988425,,320,370,0003988425,AHMED KANAN
{'dept_num': 320, 'course_num': 376, 'instructor_name': 'PAUL MILENKOVIC', 'section_num': '001', 'instructor_id': '0002601863'},,,PAUL MILENKOVIC',PAUL MILENKOVIC,0002601863'},0002601863,,320,376,0002601863,PAUL MILENKOVIC
{'dept_num': 320, 'course_num': 376, 'instructor_name': 'JOSHUA BLATZ', 'section_num': '001', 'instructor_id': '0005162131'},,,JOSHUA BLATZ',JOSHUA BLATZ,0005162131'},0005162131,,320,376,0005162131,JOSHUA BLATZ
{'dept_num': 320, 'course_num': 376, 'instructor_name': 'PAUL MILENKOVIC', 'section_num': '301', 'instructor_id': '0002601863'},,,PAUL MILENKOVIC',PAUL MILENKOVIC,0002601863'},0002601863,,320,376,0002601863,PAUL MILENKOVIC
{'dept_num': 320, 'course_num': 376, 'instructor_name': 'JOSHUA BLATZ', 'section_num': '301', 'instructor_id': '0005162131'},,,JOSHUA BLATZ',JOSHUA BLATZ,0005162131'},0005162131,,320,376,0005162131,JOSHUA BLATZ
{'dept_num': 320, 'course_num': 377, 'instructor_name': 'SHUVAM GUPTA', 'section_num': '001', 'instructor_id': '0005850505'},,,SHUVAM GUPTA',SHUVAM GUPTA,0005850505'},0005850505,,320,377,0005850505,SHUVAM GUPTA
{'dept_num': 320, 'course_num': 377, 'instructor_name': 'SHUVAM GUPTA', 'section_num': '301', 'instructor_id': '0005850505'},,,SHUVAM GUPTA',SHUVAM GUPTA,0005850505'},0005850505,,320,377,0005850505,SHUVAM GUPTA
{'dept_num': 320, 'course_num': 377, 'instructor_name': 'SHUVAM GUPTA', 'section_num': '302', 'instructor_id': '0005850505'},,,SHUVAM GUPTA',SHUVAM GUPTA,0005850505'},0005850505,,320,377,0005850505,SHUVAM GUPTA
