{'#8': [43.5,11.6,5.8,10.1,15.9,7.2,2.9, None, None, None, None, None,2.9, None, None], '#3': 108, '#2': 'ALS', '#1': 'Intro to Agr & Applied Econ', '#7': 3.052, '#6': 69, '#5': '001', '#4': '215'},,,,43.5,11.6,5.8,10.1,15.9,7.2,2.9, None, None, None, None, None,2.9, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Glassworking', '#7': None, '#6': 3, '#5': '001', '#4': '366'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Glassworking', '#7': None, '#6': 1, '#5': '002', '#4': '366'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Set Design I', '#7': None, '#6': 5, '#5': '001', '#4': '372'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [40.0,60, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Set Design I', '#7': 3.7, '#6': 10, '#5': '001', '#4': '376'},,,,40.0,60, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [44.4,22.2,22.2, None, None,11.1, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Set Design I', '#7': 3.333, '#6': 9, '#5': '002', '#4': '376'},,,,44.4,22.2,22.2, None, None,11.1, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Internships in Art', '#7': 4.0, '#6': 12, '#5': '001', '#4': '393'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [75.0,16.7,8.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Art Foundry', '#7': 3.833, '#6': 12, '#5': '001', '#4': '414'},,,,75.0,16.7,8.3, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [82.4,11.8, None, None, None, None, None,5.9, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Digital Imaging Studio', '#7': 3.938, '#6': 17, '#5': '001', '#4': '428'},,,,82.4,11.8, None, None, None, None, None,5.9, None, None, None, None, None, None, None
{'#8': [27.3,15.2,54.5,3, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Context', '#7': 3.333, '#6': 33, '#5': '001', '#4': '438'},,,,27.3,15.2,54.5,3, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': None, '#6': 2, '#5': '001', '#4': '441'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [92.3, None,7.7, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': 3.923, '#6': 13, '#5': '001', '#4': '448'},,,,92.3, None,7.7, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [33.3,25, None, None, None,8.3,25, None, None, None, None, None,8.3, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': 2.5, '#6': 12, '#5': '002', '#4': '448'},,,,33.3,25, None, None, None,8.3,25, None, None, None, None, None,8.3, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': None, '#6': 4, '#5': '003', '#4': '448'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': 4.0, '#6': 12, '#5': '004', '#4': '448'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': 4.0, '#6': 14, '#5': '005', '#4': '448'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': None, '#6': 5, '#5': '006', '#4': '448'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sound Design', '#7': 4.0, '#6': 22, '#5': '010', '#4': '448'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Intmed Paint: New Figuration I', '#7': None, '#6': 3, '#5': '001', '#4': '452'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [58.3,33.3, None, None,8.3, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Neon: Light as Sculpture', '#7': 3.667, '#6': 12, '#5': '001', '#4': '454'},,,,58.3,33.3, None, None,8.3, None, None, None, None, None, None, None, None, None, None
{'#8': [16.7,25,50, None,8.3, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Information Graphics', '#7': 3.208, '#6': 12, '#5': '001', '#4': '463'},,,,16.7,25,50, None,8.3, None, None, None, None, None, None, None, None, None, None
{'#8': [14.3,42.9,28.6,7.1,7.1, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Graphic Design for Posters', '#7': 3.25, '#6': 14, '#5': '001', '#4': '467'},,,,14.3,42.9,28.6,7.1,7.1, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Special Topics in 4D Art', '#7': None, '#6': 4, '#5': '003', '#4': '470'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [22.2,77.8, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Intermediate Photography', '#7': 3.611, '#6': 9, '#5': '001', '#4': '476'},,,,22.2,77.8, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Relief Printmaking', '#7': None, '#6': 5, '#5': '001', '#4': '506'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [60.7,7.9,2.2,1.1,4.5, None, None,14.6, None, None, None, None,6.7, None, 2.2], '#3': 168, '#2': 'EDU', '#1': 'Colloquium in Art', '#7': 3.779, '#6': 89, '#5': '001', '#4': '508'},,,,60.7,7.9,2.2,1.1,4.5, None, None,14.6, None, None, None, None,6.7, None, 2.2
{'#8': [90.9, None, None, None, None, None, None, None, None, None, None, None,9.1, None, None], '#3': 168, '#2': 'EDU', '#1': 'Art Performance', '#7': 4.0, '#6': 11, '#5': '001', '#4': '511'},,,,90.9, None, None, None, None, None, None, None, None, None, None, None,9.1, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Drawing I', '#7': None, '#6': 5, '#5': '001', '#4': '512'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Sculpture Workshop 1', '#7': None, '#6': 4, '#5': '001', '#4': '514'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Lithography', '#7': None, '#6': 3, '#5': '001', '#4': '516'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Installations & Environments', '#7': None, '#6': 1, '#5': '001', '#4': '521'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Painting I', '#7': None, '#6': 4, '#5': '001', '#4': '522'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [68.8,12.5, None,6.3,6.3, None,6.3, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Painting I', '#7': 3.469, '#6': 16, '#5': '001', '#4': '529'},,,,68.8,12.5, None,6.3,6.3, None,6.3, None, None, None, None, None, None, None, None
{'#8': [60.0, None,20,10,10, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Wood Working', '#7': 3.45, '#6': 10, '#5': '001', '#4': '534'},,,,60.0, None,20,10,10, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Serigraphy', '#7': None, '#6': 5, '#5': '001', '#4': '536'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Serigraphy', '#7': None, '#6': 2, '#5': '001', '#4': '548'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [85.7, None,14.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Serigraphy', '#7': 3.857, '#6': 21, '#5': '002', '#4': '548'},,,,85.7, None,14.3, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [20.0,50,20,10, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Glassworking', '#7': 3.4, '#6': 10, '#5': '001', '#4': '554'},,,,20.0,50,20,10, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Senior Thesis', '#7': None, '#6': 5, '#5': '001', '#4': '560'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [37.5,25,12.5, None, None, None, None, None, None, None, None, None,25, None, None], '#3': 168, '#2': 'EDU', '#1': 'Typeface Design', '#7': 3.667, '#6': 8, '#5': '001', '#4': '565'},,,,37.5,25,12.5, None, None, None, None, None, None, None, None, None,25, None, None
{'#8': [78.6,7.1,14.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Photography', '#7': 3.821, '#6': 14, '#5': '001', '#4': '576'},,,,78.6,7.1,14.3, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Photography', '#7': 4.0, '#6': 8, '#5': '001', '#4': '608'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Photography', '#7': 4.0, '#6': 8, '#5': '002', '#4': '608'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Drawing II', '#7': None, '#6': 2, '#5': '001', '#4': '612'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [54.5,36.4, None,9.1, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Drawing II', '#7': 3.682, '#6': 11, '#5': '001', '#4': '622'},,,,54.5,36.4, None,9.1, None, None, None, None, None, None, None, None, None, None, None
{'#8': [54.5,36.4, None,9.1, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Drawing II', '#7': 3.682, '#6': 11, '#5': '002', '#4': '622'},,,,54.5,36.4, None,9.1, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Computer Augmented Printmaking', '#7': None, '#6': 5, '#5': '002', '#4': '636'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Watercolor II', '#7': None, '#6': 1, '#5': '002', '#4': '642'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 5, '#5': '001', '#4': '656'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '001', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 5, '#5': '003', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '009', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [83.3, None, None, None, None, None, None, None, None, None, None, None,16.7, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': 4.0, '#6': 6, '#5': '011', '#4': '699'},,,,83.3, None, None, None, None, None, None, None, None, None, None, None,16.7, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '012', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [85.7, None, None, None, None, None, None, None, None, None, None, None,14.3, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': 4.0, '#6': 7, '#5': '013', '#4': '699'},,,,85.7, None, None, None, None, None, None, None, None, None, None, None,14.3, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 2, '#5': '015', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '017', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '020', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '024', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '031', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 3, '#5': '077', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '078', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 4, '#5': '079', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 1, '#5': '082', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Design Portfolio & Prof Pract', '#7': None, '#6': 5, '#5': '089', '#4': '699'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Grad Graphics Workshop I', '#7': None, '#6': 1, '#5': '001', '#4': '736'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Seminar-Art', '#7': 4.0, '#6': 11, '#5': '001', '#4': '908'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Drawing', '#7': None, '#6': 1, '#5': '112', '#4': '912'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Drawing', '#7': 4.0, '#6': 6, '#5': '009', '#4': '914'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Drawing', '#7': None, '#6': 4, '#5': '078', '#4': '914'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Research-Ceramics', '#7': 4.0, '#6': 7, '#5': '032', '#4': '924'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Art Metal', '#7': None, '#6': 5, '#5': '068', '#4': '944'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Art Metal', '#7': None, '#6': 5, '#5': '001', '#4': '996'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Art Metal', '#7': None, '#6': 4, '#5': '003', '#4': '996'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Art Metal', '#7': None, '#6': 5, '#5': '011', '#4': '996'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Adv Research-Art Metal', '#7': None, '#6': 2, '#5': '050', '#4': '996'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Research-Graphics', '#7': None, '#6': 4, '#5': '001', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [93.3,6.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Research-Graphics', '#7': 3.966, '#6': 15, '#5': '002', '#4': '999'},,,,93.3,6.7, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'Advanced Research-Graphics', '#7': 4.0, '#6': 7, '#5': '003', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 19, '#5': '005', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 7, '#5': '009', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [85.7, None, None, None, None, None, None, None, None, None, None, None,14.3, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 7, '#5': '011', '#4': '999'},,,,85.7, None, None, None, None, None, None, None, None, None, None, None,14.3, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 3, '#5': '012', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 2, '#5': '013', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 5, '#5': '014', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 12, '#5': '015', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 12, '#5': '017', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 10, '#5': '018', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 12, '#5': '020', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [93.8,6.3, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 3.983, '#6': 16, '#5': '024', '#4': '999'},,,,93.8,6.3, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 10, '#5': '031', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 2, '#5': '032', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 2, '#5': '050', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 3, '#5': '061', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 2, '#5': '068', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 15, '#5': '077', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': 4.0, '#6': 8, '#5': '078', '#4': '999'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 5, '#5': '082', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 1, '#5': '089', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 1, '#5': '096', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 168, '#2': 'EDU', '#1': 'ART DEPARTMENT', '#7': None, '#6': 1, '#5': '097', '#4': '999'},,,,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 176, '#2': 'EDU', '#1': 'Stdt Tchg-Elem School Art', '#7': 4.0, '#6': 6, '#5': '001', '#4': '423'},,,,100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None
