TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,
TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,
"",,(Non-Cross Listed),,,,,,,,,,
ALS,,,,,,,,,,,,
FOREST AND WILDLIFE ECOLOGSection #,Ave,A AB B BC C D,F,,S,U,CR,N,P,,I,NW NR Other
396 F&W ECOL Grades,GPA,,,,,,,,,,,
Orientation to Wildlfe Ecology 101 001 28,3.768,75.0 10.7 7.1 7.1 ..,.,,.,.,.,.,.,,.,...
Living with Wildlife 110 001 182,2.852,15.9 18.7 24.7 14.8 18.1 3.8,2.2,,1.1,.,.,.,.,,.,0.5 ..
248 001 4,***,,,,,,.,.,.,,.,...
248 002 8,3.563,50.0 37.5 ..12.5 .,.,,.,.,.,.,.,,.,...
"Envir, Nat Resources & Society Course Total 12",3.375,58.3 25.0 .  .  8.3 .,8.3,,.,.,.,.,,.,,.  .  .  .
299 003 2,***,,,,,,.,.,.,,.,...
299 026 3,***,,,,,,.,.,.,,.,...
299 044 2,***,,,,,,.,.,.,,.,...
299 046 1,***,,,,,,.,.,.,,.,...
299 052 1,***,,,,,,.,.,.,,.,...
Independent Study Course Total 9,4.000,100.0 .  .  .  .  .,.,,.,.,.,.,,.,,.  .  .  .
Principles-Wildlife Ecology 318 001 39,3.189,28.2 28.2 7.7 12.8 17.9 .,.,,5.1,.,.,.,.,,.,...
Extinction of Species 360 001 57,3.436,40.4 31.6 15.8 3.5 .3.5,1.8,,1.8,.,.,.,.,,1.8,...
Special Topics 375 005 1,***,,,,,,.,.,.,,.,...
Coord Intrnshp/Cooprtv Educ 399 037 1,***,,,,,,.,.,.,,.,...
Physiologicl Animal Ecology 401 001 43,2.976,16.3 23.3 20.9 23.3 9.3 4.7,.,,.,.,.,.,.,,.,2.3 ..
Dendrology 402 001 6,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
Tree Physiology 415 001 14,3.607,50.0 21.4 28.6 ...,.,,.,.,.,.,.,,.,...
The Vegetation of Wisconsin 455 001 5,***,,,,,,.,.,.,,.,...
General Ecology 460 001 15,3.233,26.7 26.7 20.0 20.0 6.7 .,.,,.,.,.,.,.,,.,...
Diseases of Wildlife 548 001 60,3.000,20.0 23.3 23.3 3.3 26.7 1.7,.,,1.7,.,.,.,.,,.,...
550 001 21,3.643,71.4 14.3 9.5 ...,4.8,,.,.,.,.,.,,.,...
550 002 14,3.571,50.0 21.4 21.4 7.1 ..,.,,.,.,.,.,.,,.,...
Forest Ecology Course Total 35,3.614,62.9 17.1 14.3 2.9 .  .,2.9,,.,.,.,.,,.,,.  .  .  .
Forest Ecology Lab 551 002 8,3.750,75.0 .25.0 ...,.,,.,.,.,.,.,,.,...
Wildlife Management Tech 561 001 20,3.368,25.0 30.0 30.0 10.0 ..,.,,5.0,.,.,.,.,,.,...
571 001 3,***,,,,,,.,.,.,,.,...
571 002 4,***,,,,,,.,.,.,,.,...
Stat Meth for Bioscience I Course Total 7,3.214,57.1 14.3 14.3 .  .  .,14.3,,.,.,.,.,,.,,.  .  .  .
Complex Conservation of Deer 577 001 14,2.536,14.3 .50.0 7.1 7.1 14.3,7.1,,.,.,.,.,.,,.,...
Integrated Resource Mgmt 590 001 9,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
Ecotox: The Chemical Players 632 001 2,***,,,,,,.,.,.,,.,...
Ecotox: Impacts on Individuals 633 001 2,***,,,,,,.,.,.,,.,...
"Ecotox: Populatn, Comm, Ecosys 634 001 1",***,,,,,,.,.,.,,.,...
Conservation Biology 651 001 3,***,,,,,,.,.,.,,.,...
Climate Change Ecology 660 001 25,3.479,24.0 48.0 20.0 4.0 ..,.,,4.0,.,.,.,.,,.,...
675 001 18,3.972,94.4 5.6 ....,.,,.,.,.,.,.,,.,...
675 003 11,3.818,81.8 .18.2 ...,.,,.,.,.,.,.,,.,...
Prof Develop-Forest/Wildlife Course Total 29,3.914,89.7 3.4 6.9 .  .  .,.,,.,.,.,.,,.,,.  .  .  .
699 007 1,***,,,,,,.,.,.,,.,...
699 044 5,***,,,,,,.,.,.,,.,...
699 052 2,***,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,Page 24 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,
TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,
FOREST AND WILDLIFE ECOLOGSection #,Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
396 F&W ECOL Grades,GPA,,,,,,,,,,,,,
Special Problems Course Total 8,4.000,100.0 .  .  .  .  .,,.,,.,,.,.,.,.,,,.  .  .  .
875 001 16,3.842,56.3 31.3 ....,.,,,.,,.,.,.,.,,6.3,.6.3 .
875 002 15,3.800,66.7 26.7 6.7 ...,.,,,.,,.,.,.,.,,.,...
875 003 1,***,,,,,,,,.,.,.,,.,...
875 004 10,3.643,30.0 60.0 10.0 ...,.,,,.,,.,.,.,.,,.,...
Special Topics Course Total 42,3.790,54.8 35.7 4.8 .  .  .,,.,,.,,.,.,.,.,,2.4,.  2.4 .
Intr. to WI Ecol.: Grad Sem 953 001 4,***,,,,,,,,.,.,.,,.,...
990 002 2,***,,,,,,,,.,.,.,,.,...
990 003 2,***,,,,,,,,.,.,.,,.,...
990 005 2,***,,,,,,,,.,.,.,,.,...
990 006 6,,......,.,,,.,,.,.,.,100.0,,.,...
990 007 1,***,,,,,,,,.,.,.,,.,...
990 014 7,,......,.,,,100.0,,.,.,.,.,,.,...
990 024 1,***,,,,,,,,.,.,.,,.,...
990 026 1,***,,,,,,,,.,.,.,,.,...
990 027 1,***,,,,,,,,.,.,.,,.,...
990 031 6,,......,.,,,83.3,,.,.,.,16.7,,.,...
990 032 1,***,,,,,,,,.,.,.,,.,...
990 037 4,***,,,,,,,,.,.,.,,.,...
990 044 11,,......,.,,,9.1,,.,.,.,90.9,,.,...
990 046 3,***,,,,,,,,.,.,.,,.,...
990 048 1,***,,,,,,,,.,.,.,,.,...
990 052 12,,......,.,,,25.0,,.,.,.,75.0,,.,...
990 054 5,***,,,,,,,,.,.,.,,.,...
Research and Thesis Course Total 66,,.  .  .  .  .  .,,.,,34.8,,.,.,.,65.2,,,.  .  .  .
"January 27, 2020",,,,,,,,,,,,,,Page 25 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,,
"",,(Non-Cross Listed),,,,,,,,,,,
ALS,,,,,,,,,,,,,
FOREST AND WILDLIFE ECOLOGSection #,Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
396 F&W ECOL Grades,GPA,,,,,,,,,,,,
396 F&W ECOL Dept. Total 747,3.213,34.0 19.4 16.5 7.5 8.4 1.9,1.2,,4.7,,.,.,,.,5.8,0.3,0.3 0.1 .
Summary by Level #,Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
396 F&W ECOL Grades,GPA,,,,,,,,,,,,
Freshmen 73,2.902,20.5 19.2 26.0 11.0 19.2 2.7,1.4,,.,,.,.,,.,.,,.  .  .  .
Sophomore 96,3.047,33.3 20.8 13.5 12.5 14.6 2.1,3.1,,.,,.,.,,.,.,,.  .  .  .
Junior 161,3.144,36.0 18.6 21.7 9.3 9.3 3.7,0.6,,.,,.,.,,.,.,,.  0.6 .  .
Senior 248,3.266,39.5 22.2 18.5 8.1 8.1 1.6,1.2,,.,,.,.,,.,.,0.4,0.4 .  .
Undergraduates 578,3.149,35.1 20.6 19.6 9.5 10.9 2.4,1.4,,.,,.,.,,.,.,0.2,0.3 .  .
Special 11,3.000,.  .  18.2 .  .  .,.,,72.7,,.,.,,.,.,,.  .  9.1 .
Graduate 158,3.672,32.3 16.5 5.1 0.6 .  .,0.6,,17.1,,.,.,,.,27.2,0.6,.  .  .
Dept. Total 747,3.213,34.0 19.4 16.5 7.5 8.4 1.9,1.2,,4.7,,.,.,,.,5.8,0.3,0.3 0.1 .
"January 27, 2020",,,,,,,,,,,,,Page 26 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
GENETICS Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
412 GENETICS Grades,,GPA,,,,,,,,,,,,,
133 001,131,3.443,43.5 27.5 13.7 10.7 1.5 3.1,.,,,.,,.,.,.,.,,.,...
133 002,59,3.254,40.7 15.3 18.6 8.5 15.3 1.7,.,,,.,,.,.,.,.,,.,...
Genetics in the News Course Total,190,3.384,42.6 23.7 15.3 10.0 5.8 2.6,.,,,.,,.,.,.,,.,,.  .  .  .
155 001,55,3.918,90.9 1.8 7.3 ...,.,,,.,,.,.,.,.,,.,...
155 002,55,3.682,87.3 3.6 .1.8 .1.8,5.5,,,.,,.,.,.,.,,.,...
Freshman Seminar in Genetics Course Total,110,3.800,89.1 2.7 3.6 0.9 .  0.9,2.7,,,.,,.,.,.,,.,,.  .  .  .
299 011,1,***,,,,,,,,.,.,.,,.,...
299 015,1,***,,,,,,,,.,.,.,,.,...
299 017,1,***,,,,,,,,.,.,.,,.,...
299 019,1,***,,,,,,,,.,.,.,,.,...
299 022,1,***,,,,,,,,.,.,.,,.,...
299 070,3,***,,,,,,,,.,.,.,,.,...
299 127,2,***,,,,,,,,.,.,.,,.,...
299 144,2,***,,,,,,,,.,.,.,,.,...
Independent Study Course Total,12,4.000,91.7 .  .  .  .  .,.,,,.,,.,.,.,,.,,.  .  8.3 .
Coord Intrnshp/Cooprtv Educ 399 044,2,***,,,,,,,,.,.,.,,.,...
Principles of Genetics 466 001,240,2.931,28.8 20.0 13.3 12.1 17.1 3.8,5.0,,,.,,.,.,.,.,,.,...
General Genetics 1 467 002,123,2.976,21.1 14.6 28.5 19.5 12.2 3.3,0.8,,,.,,.,.,.,.,,.,...
Basic Cytology & Lab Procudure 470 001,7,3.429,28.6 42.9 14.3 14.3 ..,.,,,.,,.,.,.,.,,.,...
Neurogenetics 520 001,57,3.582,56.1 19.3 8.8 8.8 1.8 1.8,.,,,1.8,,.,.,.,.,,.,.1.8 .
Evolution Seminar Series UG 522 001,4,***,,,,,,,,.,.,.,,.,...
Dev Gen for Conserv Regen 527 001,35,3.929,91.4 2.9 5.7 ...,.,,,.,,.,.,.,.,,.,...
Genetics Laboratory 545 001,12,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Human Genetics 565 001,55,3.109,21.8 23.6 21.8 20.0 12.7 .,.,,,.,,.,.,.,.,,.,...
Companion Research Seminar 567 001,13,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
The Female Reproductive System 570 001,7,3.500,42.9 28.6 14.3 14.3 ..,.,,,.,,.,.,.,.,,.,...
Clinical Practice I 571 001,7,3.714,57.1 28.6 14.3 ...,.,,,.,,.,.,.,.,,.,...
The Respiratory System 572 001,7,3.714,42.9 57.1 ....,.,,,.,,.,.,.,.,,.,...
The Genitourinary System 573 001,7,3.786,57.1 42.9 ....,.,,,.,,.,.,.,.,,.,...
Quantitative Genetics 610 001,4,***,,,,,,,,.,.,.,,.,...
Prokaryotic Molecular Biol 612 001,13,3.208,23.1 23.1 30.8 .15.4 .,.,,,.,,.,.,.,.,,7.7,...
Plant Genetics 631 001,38,3.566,44.7 28.9 23.7 .2.6 .,.,,,.,,.,.,.,.,,.,...
Cancer Genetics 662 001,31,3.742,71.0 6.5 22.6 ...,.,,,.,,.,.,.,.,,.,...
681 019,1,***,,,,,,,,.,.,.,,.,...
681 094,1,***,,,,,,,,.,.,.,,.,...
Senior Honors Thesis Course Total,2,***,,,,,,,,,,,,,
699 011,5,***,,,,,,,,.,.,.,,.,...
699 017,3,***,,,,,,,,.,.,.,,.,...
699 019,1,***,,,,,,,,.,.,.,,.,...
699 022,6,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
699 023,2,***,,,,,,,,.,.,.,,.,...
699 070,1,***,,,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,,Page 27 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
GENETICS Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
412 GENETICS Grades,,GPA,,,,,,,,,,,,,
699 094,6,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
699 121,4,***,,,,,,,,.,.,.,,.,...
699 127,2,***,,,,,,,,.,.,.,,.,...
699 130,2,***,,,,,,,,.,.,.,,.,...
699 136,1,***,,,,,,,,.,.,.,,.,...
699 142,5,***,,,,,,,,.,.,.,,.,...
699 143,1,***,,,,,,,,.,.,.,,.,...
699 144,1,***,,,,,,,,.,.,.,,.,...
699 145,1,***,,,,,,,,.,.,.,,.,...
699 146,1,***,,,,,,,,.,.,.,,.,...
Special Problems Course Total,42,4.000,97.6 .  .  .  .  .,,.,,.,,.,.,.,,.,,.  .  2.4 .
Advanced Genetics 701 001,10,3.750,60.0 30.0 10.0 ...,.,,,.,,.,.,.,.,,.,...
Foundations of Evolution 820 001,3,***,,,,,,,,.,.,.,,.,...
Genetic Epidemiology 849 002,6,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Seminar-Plant Breeding 957 001,1,***,,,,,,,,.,.,.,,.,...
990 012,5,***,,,,,,,,.,.,.,,.,...
990 017,4,***,,,,,,,,.,.,.,,.,...
990 018,1,***,,,,,,,,.,.,.,,.,...
990 019,2,***,,,,,,,,.,.,.,,.,...
990 022,2,***,,,,,,,,.,.,.,,.,...
990 023,4,***,,,,,,,,.,.,.,,.,...
990 043,1,***,,,,,,,,.,.,.,,.,...
990 064,1,***,,,,,,,,.,.,.,,.,...
990 078,1,***,,,,,,,,.,.,.,,.,...
990 094,3,***,,,,,,,,.,.,.,,.,...
990 096,2,***,,,,,,,,.,.,.,,.,...
990 101,3,***,,,,,,,,.,.,.,,.,...
990 106,2,***,,,,,,,,.,.,.,,.,...
990 109,1,***,,,,,,,,.,.,.,,.,...
990 117,2,***,,,,,,,,.,.,.,,.,...
990 118,1,***,,,,,,,,.,.,.,,.,...
990 121,2,***,,,,,,,,.,.,.,,.,...
990 122,1,***,,,,,,,,.,.,.,,.,...
990 124,2,***,,,,,,,,.,.,.,,.,...
990 125,1,***,,,,,,,,.,.,.,,.,...
990 127,28,,......,.,,,100.0,,.,.,.,.,,.,...
990 131,1,***,,,,,,,,.,.,.,,.,...
990 133,2,***,,,,,,,,.,.,.,,.,...
990 136,2,***,,,,,,,,.,.,.,,.,...
990 137,1,***,,,,,,,,.,.,.,,.,...
990 138,2,***,,,,,,,,.,.,.,,.,...
990 139,1,***,,,,,,,,.,.,.,,.,...
990 140,1,***,,,,,,,,.,.,.,,.,...
990 141,1,***,,,,,,,,.,.,.,,.,...
990 142,1,***,,,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,,Page 28 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
ALS,,,,,,,,,,,,,
GENETICS Section #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
412 GENETICS Grades,,GPA,,,,,,,,,,,
990 143 1,,***,,,,,,,.,.,.,.,...
990 144 1,,***,,,,,,,.,.,.,.,...
990 145 1,,***,,,,,,,.,.,.,.,...
990 146 1,,***,,,,,,,.,.,.,.,...
990 147 1,,***,,,,,,,.,.,.,.,...
Research Course Total 86,,,.  .  .  .  .  .,.,,,86.0,.,.,.,14.0,,.  .  .  .
412 GENETICS Dept. Total 1124,,3.305,45.1 15.6 12.7 8.1 6.9 1.8,1.4,,,6.7,.,.,.,1.2,0.2,.  0.3 .
Summary by Level #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
412 GENETICS Grades,,GPA,,,,,,,,,,,
Freshmen 101,,3.584,75.2 10.9 7.9 2.0 .  .,4.0,,,.,.,.,.,.,,.  .  .  .
Sophomore 125,,3.292,49.6 16.8 13.6 12.8 3.2 1.6,1.6,,,.,.,.,.,.,,.  .  0.8 .
Junior 275,,3.067,31.6 18.9 19.3 13.1 11.6 4.0,1.5,,,.,.,.,.,.,,.  .  .  .
Senior 452,,3.375,53.1 14.4 12.2 7.1 9.3 1.3,1.3,,,0.2,.,.,.,0.4,0.4,.  0.2 .
Undergraduates 953,,3.279,48.8 15.6 14.0 9.0 8.2 2.0,1.7,,,0.1,.,.,.,0.2,0.2,.  0.2 .
Special 41,,3.500,43.9 34.1 7.3 9.8 .  2.4,.,,,.,.,.,.,.,,.  .  2.4 .
Graduate 129,,3.673,18.6 9.3 5.4 0.8 .  .,.,,,56.6,.,.,.,9.3,,.  .  .  .
Prof Yr 2 1,,***,,,,,,,.,.,.,,.  .  .  .
Professionals 1,,***,,,,,,,.,.,.,,.  .  .  .
Dept. Total 1124,,3.305,45.1 15.6 12.7 8.1 6.9 1.8,1.4,,,6.7,.,.,.,1.2,0.2,.  0.3 .
"January 27, 2020",,,,,,,,,,,,,Page 29 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
ALS,,,,,,,,,,,,,
HORTICULTURE Section,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,P,I,NW NR Other
476 HORT Grades,,GPA,,,,,,,,,,,
Survey of Horticulture 120 001,73,3.199,28.8 26.0 15.1 11.0 8.2 2.7,1.4,,6.8,.,,.,.,.,.,...
Horticulture Colloquium 121 001,29,4.000,13.8 .....,.,,.,.,,.,.,.,.,.86.2 .
Ornamental Plants 234 001,19,3.833,78.9 10.5 ..5.3 .,.,,.,.,,.,.,.,5.3,...
Sustainable Turf Management 261 001,27,3.611,63.0 7.4 22.2 3.7 3.7 .,.,,.,.,,.,.,.,.,...
Landscape Plants I 263 001,8,2.250,..25.0 25.0 37.5 12.5,.,,.,.,,.,.,.,.,...
299 001,2,***,,,,,,,.,.,.,.,...
299 001,1,***,,,,,,,.,.,.,.,...
Section Total,3,4.000,100.0 .  .  .  .  .,.,,.,.,,.,.,.,,.  .  .  .
299 008,3,***,,,,,,,.,.,.,.,...
299 022,1,***,,,,,,,.,.,.,.,...
299 024,1,***,,,,,,,.,.,.,.,...
299 035,1,***,,,,,,,.,.,.,.,...
Independent Study Course Total,9,4.000,100.0 .  .  .  .  .,.,,.,.,,.,.,.,,.  .  .  .
Environment of Hort Plants 320 001,16,3.333,25.0 18.8 43.8 6.3 ..,.,,6.3,.,,.,.,.,.,...
Plants and Human Wellbeing 350 001,66,3.240,15.2 34.8 12.1 12.1 3.0 .,1.5,,6.1,.,,.,.,.,.,.15.2 .
World Vegetable Crops 370 001,35,3.000,31.4 11.4 20.0 17.1 11.4 .,5.7,,.,.,,.,.,.,2.9,...
Special Topics 375 001,20,3.500,30.0 50.0 10.0 10.0 ..,.,,.,.,,.,.,.,.,...
Tropical Horticultural Systems 376 001,38,3.792,60.5 28.9 5.3 ...,.,,.,.,,.,.,.,.,.5.3 .
571 001,6,3.333,33.3 33.3 16.7 .16.7 .,.,,.,.,,.,.,.,.,...
571 002,3,***,,,,,,,.,.,.,.,...
Stat Meth for Bioscience I Course Total,9,3.389,33.3 33.3 22.2 .  11.1 .,.,,.,.,,.,.,.,,.  .  .  .
Mineral Nutrition of Plants 626 001,1,***,,,,,,,.,.,.,.,...
699 016,1,***,,,,,,,.,.,.,.,...
699 019,2,***,,,,,,,.,.,.,.,...
699 036,1,***,,,,,,,.,.,.,.,...
699 040,2,***,,,,,,,.,.,.,.,...
699 041,1,***,,,,,,,.,.,.,.,...
Special Problems Course Total,7,4.000,85.7 .  .  .  .  .,.,,.,.,,.,.,.,14.3,.  .  .
Biometric Proc-Plnt Breedng 811 001,7,3.929,85.7 14.3 ....,.,,.,.,,.,.,.,.,...
Special Topics 875 005,23,4.000,100.0 .....,.,,.,.,,.,.,.,.,...
Seminar-Plant Breeding 957 001,5,***,,,,,,,.,.,.,.,...
990 004,2,***,,,,,,,.,.,.,.,...
990 006,2,***,,,,,,,.,.,.,.,...
990 008,3,***,,,,,,,.,.,.,.,...
990 019,7,,......,.,,100.0,.,,.,.,.,.,...
990 022,1,***,,,,,,,.,.,.,.,...
990 023,2,***,,,,,,,.,.,.,.,...
990 024,1,***,,,,,,,.,.,.,.,...
990 035,2,***,,,,,,,.,.,.,.,...
990 039,1,***,,,,,,,.,.,.,.,...
990 040,5,***,,,,,,,.,.,.,.,...
990 041,3,***,,,,,,,.,.,.,.,...
990 042,3,***,,,,,,,.,.,.,.,...
"January 27, 2020",,,,,,,,,,,,,Page 30 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
ALS,,,,,,,,,,,,,
HORTICULTURE Section #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
476 HORT Grades,,GPA,,,,,,,,,,,
990 043 1,,***,,,,,,,.,.,.,.,...
Research Course Total 33,,,.  .  .  .  .  .,.,,,63.6,.,.,.,33.3,3.0,.  .  .
476 HORT Dept. Total 425,,3.359,38.6 18.4 11.1 6.6 4.2 0.7,0.9,,,7.3,.,.,.,2.6,0.9,.  8.7 .
Summary by Level #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
476 HORT Grades,,GPA,,,,,,,,,,,
Freshmen 61,,3.211,21.3 37.7 9.8 16.4 8.2 .,.,,,.,.,.,.,.,,.  .  6.6 .
Sophomore 56,,3.451,37.5 30.4 17.9 5.4 3.6 .,.,,,.,.,.,.,.,,.  .  5.4 .
Junior 72,,2.993,31.9 12.5 18.1 11.1 8.3 1.4,4.2,,,.,.,.,.,.,,.  .  12.5 .
Senior 130,,3.475,53.1 16.9 10.8 5.4 3.1 1.5,0.8,,,.,.,.,.,.,2.3,.  6.2 .
Undergraduates 319,,3.312,39.5 22.3 13.5 8.8 5.3 0.9,1.3,,,.,.,.,.,.,0.9,.  7.5 .
Special 22,,,.  .  .  .  .  .,.,,,40.9,.,.,.,.,,.  .  59.1 .
Graduate 84,,3.677,45.2 8.3 4.8 .  1.2 .,.,,,26.2,.,.,.,13.1,1.2,.  .  .
Dept. Total 425,,3.359,38.6 18.4 11.1 6.6 4.2 0.7,0.9,,,7.3,.,.,.,2.6,0.9,.  8.7 .
"January 27, 2020",,,,,,,,,,,,,Page 31 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
INTERDIS COURSES (C A L S) Section #,,Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
494 INTER-AG Grades,,GPA,,,,,,,,,,,,,
Ways of Knowing:Med&Society 152 001 14,,3.808,71.4 14.3 .7.1 ..,.,,,.,,.,.,.,.,,7.1,...
155 001 41,,3.925,90.2 2.4 2.4 2.4 ..,.,,,.,,.,.,.,.,,2.4,...
155 002 28,,3.929,89.3 7.1 3.6 ...,.,,,.,,.,.,.,.,,.,...
"Issues in Ag, Envir & Life Sci Course Total 69",,3.926,89.9 4.3 2.9 1.4 .  .,,.,,,.,.,.,.,,.,1.4,.  .  .
WISE Seminar 175 001 132,,3.962,94.7 3.0 2.3 ...,.,,,.,,.,.,.,.,,.,...
Senior Honors Thesis 681 001 1,,***,,,,,,,,.,.,.,,.,...
494 INTER-AG Dept. Total 216,,3.942,91.7 4.2 2.3 0.9 .  .,,.,,,.,.,.,.,,.,0.9,.  .  .
Summary by Level #,,Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
494 INTER-AG Grades,,GPA,,,,,,,,,,,,,
Freshmen 130,,3.938,91.5 3.8 3.1 0.8 .  .,,.,,,.,.,.,.,,.,0.8,.  .  .
Sophomore 75,,3.946,92.0 4.0 1.3 1.3 .  .,,.,,,.,.,.,.,,.,1.3,.  .  .
Junior 9,,3.944,88.9 11.1 .  .  .  .,,.,,,.,.,.,.,,.,,.  .  .  .
Senior 2,,***,,,,,,,,.,.,,.,,.  .  .  .
Undergraduates 216,,3.942,91.7 4.2 2.3 0.9 .  .,,.,,,.,.,.,.,,.,0.9,.  .  .
Dept. Total 216,,3.942,91.7 4.2 2.3 0.9 .  .,,.,,,.,.,.,.,,.,0.9,.  .  .
"January 27, 2020",,,,,,,,,,,,,,,Page 32 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
ANIMAL SCIENCES Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
604 AN SCI Grades,,GPA,,,,,,,,,,,,,
Intro to Animal Sciences 101 001,65,3.185,23.1 27.7 27.7 9.2 10.8 1.5,.,,,.,,.,.,.,.,,.,...
Biol&Apprec-Companion Anmls 200 001,149,3.241,36.9 18.8 20.1 8.7 10.1 4.0,.,,,.,,.,.,.,.,,1.3,...
299 005,1,***,,,,,,,,.,.,.,,.,...
299 022,1,***,,,,,,,,.,.,.,,.,...
299 029,1,***,,,,,,,,.,.,.,,.,...
299 050,1,***,,,,,,,,.,.,.,,.,...
Independent Study Course Total,4,***,,,,,,,,,,,,,
